raw_text,aspectTerms
"The mid-term examination has a lot of calculation, I think that a calculator should be authorized because we are tested for our [course] skills and not our calculation skills.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The quantity of duties allocated in this class is too much. It is unhealthy for us to manage several weekly assignments from this class individual assignment + quiz + group transfer + group project and presentation preparation. Do not forget that we mustMake group projects and reports for other subjects, which also have deadlines.","[{'term': 'content quality', 'polarity': 'neutral'}]"
as the path of teaching,"[{'term': 'organization', 'polarity': 'neutral'}]"
Sometimes I didn't take the contents if you were going too fast.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"I find that the instructor is highly qualified in this area. However, it is difficult to understand what is taught. I think that self-learning is definitely necessary if you see this teaching of the instructor.","[{'term': 'instructor', 'polarity': 'negative'}]"
"I really like the teacher.got it.I know that, but I can't do it because I don't practice much.","[{'term': 'motivation', 'polarity': 'negative'}]"
"Regarding 1.2, the link to the video opened during the class is a PDF file and can only see the image, so it is necessary to provide a link.The other is an activity documentation.You need to make sure that Software is the same as the outline.","[{'term': 'organization', 'polarity': 'neutral'}]"
I want all the students to pay attention to the teacher,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I think this course is very good, and I really like it.AJ teaches and handles very well.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"There are too many workloads.Every week, every week, individual allocation is too much, taking into account the theme of this term every week.In my opinion, individual homework is composed of the meaning of this amount of words that did not help gain knowledge.Assimilation or project requirements are sometimes unreasonable.Having the same minimum requirements on the pages of the project pages as a phase 1 is simply a negligible ZY in the highest state, and in the worst case, is malicious, so the project phase 2 is 1 than phase 1.Although the mileage decreases, the United States is still expected to distribute the same amount of pages as phase 1.There is also a problem with the interim exam questions.We cannot simply understand some of the questions they have decided to ask.Why do we list the team's PRJECT members' tasks and evaluate our knowledge of [Course]?When working in the future, it is possible to make a profit to some words in the open book test.Also, over all of the time in this semester, just find the meaning and importance of the course, it is not a class, exam or project, but simply my own research.Also, if the content is on half the page, you need to execute executive summary and summary for all group allocation.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I want teachers to talk clearly, and there are indicators of both the work task and the score.","[{'term': 'instructor', 'polarity': 'negative'}]"
I think the [instructor] accent is difficult to understand,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Reduce homework and increase the time to quiz.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I want the teacher to teach more interestingly,"[{'term': 'organization', 'polarity': 'neutral'}]"
It is very on time and is strict about the point,"[{'term': 'instructor', 'polarity': 'positive'}]"
"I think this theme has many advantages, but I think there are too many workloads for students compared to other classes.This class still needs to submit a job, even in the week of the exam.Therefore, I think the task needs to be reduced over a long time.","[{'term': 'organization', 'polarity': 'negative'}]"
It would be better if you had a permanent schedule of the class.All classes of each section may be more efficiently separated.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I am enjoying the class because the instructor continues to engage the students and can explain the content in the way I am interested.Instructors also have a wide range of knowledge about this theme and can explain it well.We are also grateful that the instructor motivates us to find more IT knowledge.,"[{'term': 'instructor', 'polarity': 'positive'}]"
Record a lecture online,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"First, it is very difficult to learn, but I see Ajarn to understand the students and wait for a memo to give a lecture.","[{'term': 'motivation', 'polarity': 'positive'}]"
"If you have a question, the teacher cannot answer the question.Ask me to ask me to ask me to ask me to ask me to ask a friend who felt it was the duty of TeachTeaching Media To ask me to ask me to ask me to ask me.","[{'term': 'instructor', 'polarity': 'negative'}]"
"For some events, the deadline for sending the work is very fast.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"For this reason, it is recommended that instructors incorporate some tactics to remember all topics, topics, and topics.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"The quiz gives Wayyyyyy too much time.Barely, everyone can finish it in time.Think of it.(Content is already difficult enough)","[{'term': 'content quality', 'polarity': 'negative'}]"
"If you have a question, the teacher cannot answer the question.Ask me to ask me to ask me to ask me to ask me to ask a friend who felt it was the duty of TeachTeaching Media To ask me to ask me to ask me.","[{'term': 'content quality', 'polarity': 'negative'}]"
"I feel too cruel and have inappropriate comments, such as showing my child's work and comparing with other students.There is no confusion to change the instructor on the last day before sending.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I think you can enter [Topic] faster.It is pathetic to be able to learn modern [topics] last week.,"[{'term': 'organization', 'polarity': 'negative'}]"
I don't think it's necessary for some homework.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"The deadline for assignment is too short.The 72 hours is a shorter time compared to other subjects who give at least a week to complete the assignment.Also, I thought I would learn [Topic] instead of [topic].","[{'term': 'motivation', 'polarity': 'neutral'}]"
Please listen to the students' opinions more,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The deadline for assignment is too fast.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to know all the scores when sending the assignment.So I can manage my grades.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I want all the students to pay attention to the teacher,"[{'term': 'instructor', 'polarity': 'negative'}]"
"Everyone needs to have additional points.Some people are already studying, don't understand only the good people, and are thinking about writing them on the board to get additional point score, so it is for those who do not give it.I received some additional points to get an additional point score like a person who can do it because it should be given.","[{'term': 'organization', 'polarity': 'negative'}]"
"If you have a question, the teacher cannot answer the question.Ask me to ask me to ask me to ask me to ask me to ask a friend who felt it was the duty of TeachTeaching Media To ask me to ask me to ask me to ask me.","[{'term': 'organization', 'polarity': 'neutral'}]"
Please explain both Thailand and English.Cover the entire lesson.thank you very much.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"Also, I couldn't memorize the whole structure, and I couldn't realize that I was very struggling with the theme.However, one night, through my compassion and one liter of coffee, I decided to fix the course from the previous semester to the [topic] mechanism from the first semester.It turns out that it is easier to know how data was sent from each layer.","[{'term': 'content quality', 'polarity': 'negative'}]"
Assignment can actually be meaningless.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"If teaching needs to provide a very fast problem and homework, I felt that the slide was not detailed when compared to the section.","[{'term': 'instructor', 'polarity': 'negative'}]"
I really like your class.That's a great thing for us.I received many opinions in your class.thank you!!,"[{'term': 'organization', 'polarity': 'positive'}]"
The teacher gives a snack when resting during the class and asks the students if they can do it.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I enjoyed this class.[Instructor] Let me feel this subject is easier than I thought.thank you for teaching me.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"Classes are held on time, but does not work during the period.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to have various allocation in System or System.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"If possible, I would like to specify it by allocation of my course.","[{'term': 'organization', 'polarity': 'negative'}]"
"I like to teach issues, please give us an example.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"It is strongly recommended to apply the theory learned in the classroom and work on practical examples of the real world.It makes the acquired knowledge ""more specific"".Several topics are very subjective, as our universities are reminiscent of us ... true success is not a snack but in the reality of the reality (imagination with imagination.-Class knowledge).The instructor had a great meal.Maybe it's just a shortage of time.Thank you very much for you, [student]","[{'term': 'content quality', 'polarity': 'negative'}]"
"There are many students who fail this course every year.Therefore, I think I should think that teachers can change this course and examine it.","[{'term': 'organization', 'polarity': 'negative'}]"
"The teaching of [Instructor] is very confusing.Yes, the course of the course itself is very difficult, but the educational style of [Instructor] is very difficult to understand the meaning, and the slide is not so detailed and not ambiguous.One incredible moment is to assign one week before the exam.Yes, allocation is useful, but please give the final task at least much faster.","[{'term': 'instructor', 'polarity': 'neutral'}]"
We will arrange extra classes,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"A wonderful teacher, very compassion and respects.Unfortunately, the class is usually the evening of that day.On the other hand, the workload of other subjects re -reverses the time to spend a lot of time with research colleagues and self -learning.","[{'term': 'organization', 'polarity': 'negative'}]"
"I still have a problem with the current grading system, but if it is done by code, I will get 100 % and write, but I will get 75 %, but students explain the really difficult source code.Not.... We are all really negligible children, and the lazy children do not read the source code, but that is the fact of life.","[{'term': 'instructor', 'polarity': 'neutral'}]"
Assignment may not really make much sense.,"[{'term': 'organization', 'polarity': 'neutral'}]"
The deadline for assignment is too fast.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Your educational style was easy to understand.(: D),"[{'term': 'organization', 'polarity': 'neutral'}]"
"It is difficult to install Software on UNIX -based devices.Especially with the latest arm processor, [Software] supports only X86_64 architectures.I think there are many alternatives that natively support both X86_64 and ARM64 chipset (probably written on Web -based or Java).Running NETICA via the emulation will result in an unstable program and a large crash (tested on X86_64 SUSE TUMBLEWEED, may not be able to install ARM64 Windows, M1 Macbook friends at all).","[{'term': 'organization', 'polarity': 'neutral'}]"
"I want to help teachers to concentrate on the children behind the room, and I like to teach more slowly for all students to be more efficient.","[{'term': 'motivation', 'polarity': 'neutral'}]"
I don't think this class is necessary for ICT students,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I think this course is really important for future work.It is very useful for them if students can digest class content.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Everyone needs to have additional points.Some people are already studying, don't understand only the good people, and are thinking about writing them on the board to get additional point score, so it is for those who do not give it.I received some additional points to get an additional point score like a person who can do it because it should be given.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Finding terms and vocabulary is useless.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Please extend the deadline for the period assignment by one day.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Please be more flexible about hybrid classes (online+on -site),"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I want a workshop, use various tools to display images","[{'term': 'motivation', 'polarity': 'neutral'}]"
It is very on time and is strict about the point,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"The professor received homework in the class, so if he gets sick, he cannot send his homework properly.I think AJARN should send homework using [Software].In online sessions, it is meaningless that students have to send homework without using the System while students can send issues with tools.","[{'term': 'organization', 'polarity': 'negative'}]"
The deadline for assignment is too fast.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"AJ explains unclear every time he does his homework, and [Instructor] slowly answers my question in email or system.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"AJARN will release Project 2 very late, but will be released in Sylavus in early November.It has little time to do the project.","[{'term': 'motivation', 'polarity': 'neutral'}]"
I want to do more HW work than the exam,"[{'term': 'motivation', 'polarity': 'neutral'}]"
A fun object to study with a reasonable workload.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"I like to study this subject in online format, but I don't want to accelerate many quizzes during the period.","[{'term': 'organization', 'polarity': 'negative'}]"
"I think it should be more convenient to change to other research ([course], etc.)","[{'term': 'organization', 'polarity': 'neutral'}]"
"This course is very difficult, especially in the last part.I think Cirriculum needs to be adjusted, but you probably need to exclude some topics.In my opinion, some topics are too complicated and cannot be taught in the entry -level class.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I want to know all the scores when sending the assignment.So I can manage my grades.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"Giving issues every week and the group projects are too excessive every week.There are too many workloads, and in my opinion is not helpful to study the course.Glute report may be a little too strict on the minimum page if there is no sufficient requirements for the content in the report.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think all groups need to use the System System to submit the assignment.Every time you check or send your task, you are not sure which one you choose.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I think the instructor is very skilled in this field.But it is difficult to understand what is taught.Looking at the teaching of this instructor, I feel that self -learning is definitely necessary.","[{'term': 'motivation', 'polarity': 'neutral'}]"
Instructors need to prepare materials and platforms for students for students and make the lab more appropriate.,"[{'term': 'instructor', 'polarity': 'negative'}]"
A wonderful explanation about class materials.Make the class more interesting and interesting.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
It would be even better if a student could focus on the topic that the course was needed in a work section.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
[Instructor] is a very good teacher for me.[Instructor] always gives my job clearly feedback.It helps to reply to the Instructor massage very quickly and smoothly perform issues.I'm very happy to study in the [Instructor] class.????????,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"If teaching needs to provide a very fast problem and homework, I felt that the slide was not detailed when compared to the section.","[{'term': 'content quality', 'polarity': 'negative'}]"
"I hope the teacher keeps this style indefinitely.I often study with teachers, but I need to repeat more knowledge than others","[{'term': 'instructor', 'polarity': 'positive'}]"
"Classes are held on time, but does not work during the period.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"I like studying with my teacher.As the teacher's precautions, I like accents.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"AJ explains unclear every time he does his homework, and [Instructor] slowly answers my question in email or system.","[{'term': 'instructor', 'polarity': 'negative'}]"
"During the Instructor, I was able to notice that the Instructor was a very efficient academic.[Instructor] Knowledge and experience are certainly widespread","[{'term': 'content quality', 'polarity': 'neutral'}]"
Please listen to the students' opinions more,"[{'term': 'organization', 'polarity': 'neutral'}]"
"First, it is very difficult to learn, but I see Ajarn to understand the students and wait for a memo to give a lecture.","[{'term': 'organization', 'polarity': 'neutral'}]"
I want all the students to pay attention to the teacher,"[{'term': 'organization', 'polarity': 'neutral'}]"
"First, it is very difficult to learn, but I see Ajarn to understand the students and wait for a memo to give a lecture.","[{'term': 'instructor', 'polarity': 'positive'}]"
I don't understand what the teacher taught,"[{'term': 'organization', 'polarity': 'neutral'}]"
I would like to thank Ajarn every time I give advice.You are the best!,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"For this reason, it is recommended that instructors incorporate some tactics to remember all topics, topics, and topics.","[{'term': 'organization', 'polarity': 'neutral'}]"
"I think it is too difficult to absorb lessons, but I will do my best to understand them!","[{'term': 'motivation', 'polarity': 'positive'}]"
"Certainly boring, boring and useless subject","[{'term': 'content quality', 'polarity': 'neutral'}]"
"I would like instructors to understand that the learning method teaching by [Instructor] does not give most of the students a sufficient understanding of students.Some students thought that the project could be implemented as requirements.This is because most students in the class need to take into account why they cannot reach the project requirements, so they have to seek more knowledge outside the class.You can't provide projects that need to be sufficient only with the knowledge you have learned in the class.As a result, [Instructor] is a kind and good person, and I want to inform the instructor and faculty members that [Instructor] can give good advice with good intentions, but it is necessary to make good classes.And。","[{'term': 'organization', 'polarity': 'neutral'}]"
"For this reason, it is recommended that instructors incorporate some tactics to remember all topics, topics, and topics.","[{'term': 'instructor', 'polarity': 'negative'}]"
"Maybe he should teach in Thai, Morethane explains things in English.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"If the class requires students to take a quiz on the premises, they must be placed at class hours.","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Very wonderful, you made this class more fun.","[{'term': 'motivation', 'polarity': 'positive'}]"
Please wait for those who do not understand.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"The fact that she decides to host an on -site class and she only appears in online conferences is one of the worst experiences I have ever felt, and [Instructors] may have a health problem.Not, but it may be hosting online classes.In order to add S humiliation to the injury, [Instructor] does not listen to the Instructor, so many students have a disgust, but we have defense.What is the slide itself literally there?I don't want to say that [Instructor] is redundant and useless, but I and many other people share the same opinion that it is hardly valuable to actually engage in the Instructor class.But there are many other important things.Create.","[{'term': 'The sentiment polarity organization', 'polarity': 'negative'}]"
"We take about 2 hours to come to teachers from home, so we think we will quiz when the class starts rather than going to a teacher to get a 15 -minute quiz on Wednesday.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I have more time to study this course.And there is a problem similar to the exam to practice,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"He is a kind person and can be an excellent advisor, but he is not a good instructor because he cannot provide class knowledge to make students understand.","[{'term': 'organization', 'polarity': 'neutral'}]"
Learning on a lab or computer is always recommended for students to learn better.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Teachers work every week and give time to send them by midnight on the day of work.There is no answer or answer whether it is done correctly and sent correctly.,"[{'term': 'organization', 'polarity': 'negative'}]"
Assignment can actually be meaningless.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I think the instructor is very skilled in this field.But it is difficult to understand what is taught.Looking at the teaching of this instructor, I feel that self -learning is definitely necessary.","[{'term': 'content quality', 'polarity': 'neutral'}]"
Work is scheduled within the same day as 40 items.,"[{'term': 'organization', 'polarity': 'negative'}]"
"I am overwhelmed by the given slides, if there are too many words, formulas, and diagrams.","[{'term': 'content quality', 'polarity': 'negative'}]"
"[Instructor] The sound is not clear, and it is difficult to listen often.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Similarly, please ask for a quiz at the end of the period.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"I felt it was difficult to fully understand what was going on in the lecture class.If the entire class wrote the code together on the computer during the lecture, it would be better if everyone let everyone do it.It will better understand what is going on to us.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I think you can enter [Topic] faster.It is pathetic to be able to learn modern [topics] last week.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The amount of homework assigned in this class is too much.It is unhealthy to manage multiple weekly assignments from the preparation of individual assignments +quiz +glupplies +group projects and presentations in this class.Remember that you need to conduct a group project or report for other subjects with the deadline.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Don't tell me slowly,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I want the teacher to tell me more interesting things,"[{'term': 'motivation', 'polarity': 'negative'}]"
Please explain both Thailand and English.Cover the entire lesson.thank you very much.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The final homework deadline overlaps with other examinations.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
It is very difficult to understand the content in the second half of the course.Does my friend understand 60 % of it?,"[{'term': 'organization', 'polarity': 'neutral'}]"
Please be a little late.I can hardly catch up with taking notes.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"During the Instructor, I was able to notice that the Instructor was a very efficient academic.[Instructor] Knowledge and experience are certainly widespread","[{'term': 'instructor', 'polarity': 'positive'}]"
"If there is too much work, the reason why the project is finally assigned.","[{'term': 'organization', 'polarity': 'negative'}]"
There are too many quizzes,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Thank you for welcoming [Instructor] as an advisor.[Instructor] is a really nice mentor.The Instructor provided a lot of effective and on -point comments so that you could understand and improve yourself in an atmosphere that is not so stressful.Thank you very much.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
I want to have various allocation in System or System.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Please be more flexible about hybrid classes (online+on -site),"[{'term': 'organization', 'polarity': 'negative'}]"
It would be even better if a student could focus on the topic that the course was needed in a work section.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"Classes are held on time, but does not work during the period.","[{'term': 'instructor', 'polarity': 'neutral'}]"
This course is good.Children need to study.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
Illustration about the test,"[{'term': 'organization', 'polarity': 'negative'}]"
"Very wonderful, you made this class more fun.","[{'term': 'instructor', 'polarity': 'positive'}]"
"It's great if you can get detailed information about the project explanation.Score standards, project requirements, project restrictions, etc.","[{'term': 'organization', 'polarity': 'negative'}]"
Reduce homework and increase the time to quiz.,"[{'term': 'organization', 'polarity': 'negative'}]"
"He is a good teacher.I see my change, thank you to Kubb!","[{'term': 'content quality', 'polarity': 'neutral'}]"
"Understand that the instructor teaches most students in the instructor that the learning method teaches is not fully understood.Some students thought that the project could be implemented as requirements.This is because most students in the class need to take into account why they cannot reach the project requirements, so they have to seek more knowledge outside the class.You can't provide projects that need to be sufficient only with the knowledge you have learned in the class.As a result, [Instructor] is a kind and good person, and I want to inform the instructor and faculty members that [Instructor] can give good advice with good intentions, but it is necessary to make good classes.And。","[{'term': 'content quality', 'polarity': 'neutral'}]"
Thank you for welcoming [Instructor] as an advisor.[Instructor] is a really nice mentor.The Instructor provided a lot of effective and on -point comments so that you could understand and improve yourself in an atmosphere that is not so stressful.Thank you very much.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Please teach more than time and work during the exam,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I think all groups need to use the System System to submit the assignment.Every time you check or send your task, you are not sure which one you choose.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Giving issues every week and the group projects are too excessive every week.There are too many workloads, and in my opinion is not helpful to study the course.Glute report may be a little too strict on the minimum page if there is no sufficient requirements for the content in the report.","[{'term': 'instructor', 'polarity': 'neutral'}]"
"Like the entry of the instructor's work, teachers use various boring tones and education.I feel that this course is worth studying so that students can participate in opinions or allow them to respond.","[{'term': 'content quality', 'polarity': 'neutral'}]"
It may be too fast to catch the content.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The quiz checks the name and give a little time,"[{'term': 'instructor', 'polarity': 'neutral'}]"
"The project is challenging, and if you have more time, it will be more fun.I regret not doing allocation coding","[{'term': 'content quality', 'polarity': 'neutral'}]"
[Instructor] really likes to listen to students and adapt to students,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I love how to teach us, I am grateful for it!","[{'term': 'content quality', 'polarity': 'neutral'}]"
"[Instructor] The sound is not clear, and it is difficult to listen often.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"Maybe he should teach in Thai, Morethane explains things in English.","[{'term': 'organization', 'polarity': 'neutral'}]"
"Everything is great, but the middle exam is very difficult.Maybe I have to work hard to understand it.","[{'term': 'organization', 'polarity': 'negative'}]"
We will arrange extra classes,"[{'term': 'organization', 'polarity': 'negative'}]"
[Instructor] accents are difficult to understand lessons.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"There are many calculations in the middle exam.I think that it is necessary to allow a calculator because it is tested about the course skill, not the calculation skill.","[{'term': 'motivation', 'polarity': 'neutral'}]"
The amount of homework assigned in this class is too much.It is unhealthy to manage multiple weekly assignments from preparing for individual assignments +quiz +group reports +group projects and presentations in this class.Remember that you need to conduct a group project or report for other subjects with the deadline.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
Like an educational method,"[{'term': 'organization', 'polarity': 'neutral'}]"
It may be too fast to catch the content.,"[{'term': 'organization', 'polarity': 'neutral'}]"
"I think the instructor is very skilled in this field.But it is difficult to understand what is taught.Looking at the teaching of this instructor, I feel that self -learning is definitely necessary.","[{'term': 'instructor', 'polarity': 'negative'}]"
I really like the teacher.,"[{'term': 'motivation', 'polarity': 'negative'}]"
"For 1.2, I think you must provide the link to the video that opened during the class because they are PDF files and we can only see the image. It is a thing that the activity document must verify [the software] is the same as schematic or not.","[{'term': 'organization', 'polarity': 'neutral'}]"
He wants the teacher to pay attention to all students,"[{'term': 'motivation', 'polarity': 'neutral'}]"
"I think this course is very good, and I like it a lot.","[{'term': 'motivation', 'polarity': 'neutral'}]"
"The workload is simply too much. Taking an individual assignment every week in addition to the Assignment of Gorup, every week, it is simply too considering the subjects of this term. The individual task often consists in having to enumerate the meaning of this amount ofwords that, in my opinion, did not help me obtain knowledge and certainly not [the course] of knowledge. The project assignments or requirements are sometimes not reasonable. have the same minimum requirement of pages in phase 2 of the project as thePhase one is simply lazy on his part, at best, in the best case, phase 2 of the project simply has less content than phase 1 for a mile and still wait for us to deliver the same amountof pages that phase one. I also have problems with the questions in the mid -period exam. I can't simpand qualifying them to prove my knowledge of [course]? How to let us make sense of some words in an open book exam would benefit us when we do work in the future? It also took almost all this time to find the meaning and importance of [[course] and it is not for class, exam or project, but simply by my own research. We also have to make an executive summary and a summary to each group task when sometimes the content is only half a page.","[{'term': 'instructor', 'polarity': 'neutral'}]"
I would like the teacher to speak clearly and there are indicators of the details of the task and the scores of that work.,"[{'term': 'instructor', 'polarity': 'negative'}]"
"Reduce the task, give more time to make a questionnaire.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I would like the teacher to teach more interesting,"[{'term': 'organization', 'polarity': 'neutral'}]"
"I think this subject has many benefits, but the workload is too much for students compared to other classes. I even even when it is almost the week of the exam, this class still requires that we present the work. So I think that tasks should be cutLess with more time to do it.","[{'term': 'organization', 'polarity': 'negative'}]"
It would be better if we have the permanent schedule for the class. Separe each class for each section can be more efficient.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
I enjoy the class because the instructor keeps students committed and can explain the content in a way that keeps me interested. The instructor also has extensive knowledge on the subject and can explain it well.More knowledge of you.,"[{'term': 'instructor', 'polarity': 'positive'}]"
Please record online conferences,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"First, it is quite difficult to learn, but I see Ajarn trying to make the students understand and also wait for us to give a conference to the notes, thank you.","[{'term': 'motivation', 'polarity': 'positive'}]"
"When there is a question, the teacher cannot answer the question.Place to ask a friend who felt that it was the duty of the teaching media is quite bad.The sliding every week changes from one side to another without proportion.","[{'term': 'instructor', 'polarity': 'negative'}]"
The deadline in shipping work is quite fast in some events.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"For this, I suggest that the instructor incorporates some tactics for students to memorize all [subject], [subject] and [subject] in the [subject].","[{'term': 'content quality', 'polarity': 'neutral'}]"
The questionnaire gives Wayyyyy very little time.,"[{'term': 'content quality', 'polarity': 'negative'}]"
"When there is a question, the teacher cannot answer the question.Place to ask a friend who felt that it was the duty of the teaching media is quite bad.The sliding every week changes from one side to another without proportion.","[{'term': 'content quality', 'polarity': 'negative'}]"
"I feel too cruel and there is an inappropriate comment.How to show children's work and compare with other students, too, there is no confusion to change the instructor on the last day before sending it.I can't handle time.","[{'term': 'content quality', 'polarity': 'neutral'}]"
I think we can enter [theme] faster. It is unfortunate that we only learn [theme] modern only in the last week.,"[{'term': 'organization', 'polarity': 'negative'}]"
I think the part of the task is not necessary either.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
The deadline for allocation is too short,"[{'term': 'motivation', 'polarity': 'neutral'}]"
Listen more to students' opinion,"[{'term': 'motivation', 'polarity': 'neutral'}]"
The deadline for tasks too early.,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"I want to know each score when I send my homework. Then, I can administer my qualification.","[{'term': 'content quality', 'polarity': 'neutral'}]"
He wants the teacher to pay attention to all students,"[{'term': 'instructor', 'polarity': 'negative'}]"
"Everyone should have an extra point. No one can do it on the board.Because some people have already studied and still do not understand that they are only of a good person and think quickly write on the board to get an additional knit score, so it must be given to people who have not done so. I received an additional pointTo make some to obtain additional points scores such as those that can do so.","[{'term': 'organization', 'polarity': 'negative'}]"
"When there is a question, the teacher cannot answer the question.Place to ask a friend who felt that it was the duty of the teaching media is quite bad.The sliding every week changes from one side to another without proportion.","[{'term': 'organization', 'polarity': 'neutral'}]"
Explain both Thai and English. Covering the entire lesson. Thank you very much.,"[{'term': 'instructor', 'polarity': 'positive'}]"
"Nor could I memorize the entire structure and find myself very fighting with the subject. However, one night, through my compassion and a liter of coffee, I decided to check the [course] material last semester from the beginning focusing on how it works [The subject]. Encounter that is easier for me to study [course] know what and how the data were sent from each layer.","[{'term': 'content quality', 'polarity': 'negative'}]"
The task sometimes does not make much sense.,"[{'term': 'instructor', 'polarity': 'neutral'}]"
I felt that the slide was not detailed compared to [the section] when the teaching was quite fast and the task must be provided.Or you can verify the task to see the solution to be practiced,"[{'term': 'instructor', 'polarity': 'negative'}]"
I really like your class. It is very good for us. I have received many opinions in your class. Thank you !!,"[{'term': 'organization', 'polarity': 'positive'}]"
The teacher gives a refreshment to rest during class and ask students whether they can do it or not.Master cares well.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I enjoyed this class. [Instructor] Make me feel that this issue is easier than I thought. Thank you to teach.,"[{'term': 'instructor', 'polarity': 'positive'}]"
I would like to have several tasks in [system] or [system].,"[{'term': 'content quality', 'polarity': 'neutral'}]"
"If possible, I would like to specify in the task in my course, enough task at a limited moment.","[{'term': 'organization', 'polarity': 'negative'}]"
"I like to teach, as tasks, give us an example.","[{'term': 'motivation', 'polarity': 'neutral'}]"
The teacher should have more time to verify the name.,"[{'term': 'motivation', 'polarity': 'neutral'}]"
